City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,progreso,21.2833,-89.6667,77.11,85,15,7.25,MX,1689923091
364,laguna,38.421,-121.4238,80.11,57,0,6.91,US,1689923091
365,sao raimundo nonato,-9.0153,-42.6994,67.46,66,100,6.42,BR,1689923092
366,greenville,35.6127,-77.3663,78.82,94,0,5.75,US,1689923092
367,terrace,54.5163,-128.6035,71.51,56,75,12.66,CA,1689923092
368,tahlequah,35.9154,-94.97,79.88,83,0,0.0,US,1689923092
369,filadelfia,39.9523,-75.1638,74.77,94,100,3.44,US,1689922863
370,susuman,62.7833,148.1667,84.99,33,58,12.08,RU,1689923093
371,marte,12.3611,13.8246,81.12,57,100,11.34,NG,1689923093
372,soio,-6.1349,12.3689,71.17,82,49,4.03,AO,1689923093
373,camayenne,9.535,-13.6878,78.89,100,75,2.3,GN,1689923093
374,stroitel',50.7854,36.4831,67.82,82,75,6.71,RU,1689923094
375,weno,7.4515,151.8468,85.95,79,75,4.61,FM,1689923094
376,port moresby,-9.4431,147.1797,81.82,74,75,23.02,PG,1689922925
377,hobyo,5.3505,48.5268,84.99,63,64,27.25,SO,1689923094
378,arvika,59.6553,12.5852,59.61,59,100,2.48,SE,1689923094
379,miquelon,47.0975,-56.3814,62.6,99,100,16.04,PM,1689923095
380,arno,60.1167,18.6333,61.86,62,14,8.1,SE,1689923095
381,bayanhongor,46.7167,100.1167,72.72,30,100,11.9,MN,1689923095
382,ta`u,-14.2336,-169.5144,80.44,82,59,16.28,AS,1689923095
383,nabire,-3.3667,135.4833,83.55,78,96,3.29,ID,1689923095
384,pelican bay,26.2312,-81.8056,82.96,78,0,0.0,US,1689923096
385,solapur,17.6833,75.9167,75.33,88,100,13.69,IN,1689923096
386,sarai sidhu,30.5949,71.9698,106.7,32,34,3.94,PK,1689923096
387,nizao,18.25,-70.2,79.47,86,6,10.38,DO,1689923096
388,ola,59.5833,151.2833,79.14,81,2,11.21,RU,1689923097
389,dokkum,53.3222,5.997,64.0,77,100,5.75,NL,1689923097
390,smidovich,48.6,133.8167,85.46,61,99,11.81,RU,1689923097
391,cadale,2.7603,46.3222,81.86,74,100,25.14,SO,1689923097
392,mount isa,-20.7333,139.5,78.57,27,0,14.97,AU,1689923097
393,ad darb,17.7229,42.2526,102.27,29,100,5.06,SA,1689923098
394,san luis,-33.295,-66.3356,58.19,42,79,19.35,AR,1689922914
395,urangan,-25.3,152.9,67.78,68,62,11.88,AU,1689923098
396,turan,16.0678,108.2208,91.38,58,20,11.5,VN,1689922856
397,zadar,44.1197,15.2422,84.81,54,0,8.05,HR,1689922989
398,barrouallie,13.2333,-61.2667,78.57,78,96,6.35,VC,1689923099
399,oistins,13.0667,-59.5333,80.69,83,20,11.5,BB,1689923099
400,mo i rana,66.3128,14.1428,57.67,85,75,2.3,NO,1689923099
401,tarko-sale,64.9225,77.785,82.47,35,73,12.53,RU,1689923099
402,antsiranana,-12.2787,49.2917,74.16,88,75,11.5,MG,1689923099
403,joshimath,30.5667,79.5667,79.7,81,98,5.95,IN,1689923100
404,langsa,4.4683,97.9683,92.39,51,91,6.15,ID,1689923100
405,pagar alam,-4.0167,103.2667,80.04,73,87,2.44,ID,1689923100
406,port mathurin,-19.6833,63.4167,73.98,62,6,10.63,MU,1689923101
407,zhanaozen,43.3,52.8,92.19,20,0,11.88,KZ,1689923101
408,kristiansund,63.1115,7.732,57.85,67,20,3.44,NO,1689923101
409,pitimbu,-7.4706,-34.8086,72.19,76,32,16.02,BR,1689923101
410,viedma,-40.8135,-62.9967,49.06,68,100,13.82,AR,1689923102
411,colonia,50.9333,6.95,63.88,78,20,3.44,DE,1689923094
412,longido,-2.7333,36.6833,70.68,47,74,12.12,TZ,1689923102
413,dohad,22.8333,74.2667,85.33,75,100,10.4,IN,1689922972
414,queenstown,-31.8976,26.8753,43.16,71,100,3.11,ZA,1689923103
415,cill airne,52.05,-9.5167,54.93,88,99,3.56,IE,1689923103
416,garden city,42.3256,-83.331,67.93,85,40,6.91,US,1689923095
417,vilyuchinsk,52.9306,158.4028,64.67,89,100,6.71,RU,1689923104
418,cururupu,-1.8283,-44.8683,72.46,97,50,2.89,BR,1689923104
419,yorkton,51.2167,-102.4677,57.04,94,75,6.91,CA,1689923033
420,melfort,52.8667,-104.6177,57.33,88,7,6.91,CA,1689923104
421,acarau,-2.8856,-40.12,75.18,75,4,15.17,BR,1689923105
422,fort bragg,35.139,-79.006,78.21,89,100,9.22,US,1689922882
423,chui,-33.6971,-53.4616,58.93,93,99,10.29,UY,1689923105
424,happy valley-goose bay,53.3168,-60.3315,57.51,82,20,4.61,CA,1689922815
425,hiroshima,34.3963,132.4594,89.64,63,4,5.53,JP,1689923084
426,aykhal,66.0,111.5,59.4,88,100,9.62,RU,1689923106
427,mejit,10.2753,170.8646,82.78,82,17,20.6,MH,1689923106
428,loughrea,53.1969,-8.5669,54.18,88,99,5.68,IE,1689923106
429,mount gambier,-37.8333,140.7667,51.48,78,7,5.59,AU,1689923107
430,tazacorte,28.629,-17.9293,72.57,94,40,17.27,ES,1689923107
431,wau,7.7029,27.9953,80.83,70,54,2.35,SS,1689923107
432,magadan,59.5667,150.8,78.53,73,10,9.6,RU,1689923107
433,haiku-pauwela,20.9219,-156.3051,77.04,80,40,17.27,US,1689923108
434,ciudad lazaro cardenas,17.9583,-102.2,80.19,86,23,3.29,MX,1689923108
435,gafanha da nazare,40.6362,-8.7134,62.02,93,22,2.42,PT,1689923108
436,joao pinheiro,-17.7425,-46.1725,62.46,81,14,10.47,BR,1689923109
437,vilyuysk,63.7553,121.6247,74.59,46,22,3.71,RU,1689923109
438,punto fijo,11.6956,-70.1996,79.86,85,7,30.4,VE,1689923109
439,ciego de avila,21.84,-78.7619,77.29,96,100,4.61,CU,1689923109
440,sao tome,0.3365,6.7273,73.44,88,75,4.61,ST,1689923110
441,tintafor,8.6267,-13.215,77.16,88,75,4.61,SL,1689923110
442,morinville,53.8001,-113.652,64.83,91,0,0.0,CA,1689923110
443,petawawa,45.9001,-77.3328,61.79,96,100,4.07,CA,1689923110
444,murzuq,25.9155,13.9184,90.12,16,0,7.16,LY,1689923111
445,akniste,56.1615,25.7478,63.84,56,16,10.51,LV,1689923111
446,sitangkai,4.6628,119.3928,81.05,83,93,19.6,PH,1689923111
447,basse-terre,16.1667,-61.6667,72.64,94,0,0.0,GP,1689923112
448,tambura,5.6,27.4667,77.76,74,68,3.24,SS,1689923112
449,tomohon,1.3346,124.8392,81.54,71,61,4.12,ID,1689923112
450,tshabong,-26.05,22.45,53.91,70,96,27.54,BW,1689923113
451,pacocha,-17.5833,-71.3333,60.53,84,34,1.34,PE,1689923113
452,krasyliv,49.6519,26.9725,65.57,67,11,8.81,UA,1689923113
453,bardai,11.65,7.2333,74.89,80,100,6.69,NG,1689923113
454,enkhuizen,52.7,5.2833,63.01,88,100,1.99,NL,1689923114
455,trifesti,47.45,27.5167,76.39,69,12,6.98,RO,1689923114
456,mitsamiouli,-11.3847,43.2844,84.49,51,75,13.8,KM,1689923115
457,lobez,53.6392,15.6213,66.51,59,18,8.63,PL,1689923115
458,xai-xai,-25.0519,33.6442,67.08,66,100,13.47,MZ,1689923115
459,kashary,49.04,41.0056,69.93,59,100,8.86,RU,1689923116
460,aligudarz,33.4006,49.6949,91.51,14,4,6.62,IR,1689923116
461,palikir - national government center,6.9248,158.1611,81.77,80,100,16.96,FM,1689923116
462,sande,53.5049,8.0142,63.19,72,100,6.42,DE,1689923116
463,lake albert,-35.1667,147.3833,52.61,74,59,7.74,AU,1689923117
464,serowe,-22.3833,26.7167,49.73,91,100,17.94,BW,1689923117
465,lorengau,-2.0226,147.2712,83.77,74,32,8.79,PG,1689923117
466,san marcos,33.1434,-117.1661,77.94,81,0,1.01,US,1689922844
467,sanger,36.708,-119.556,85.8,49,0,9.22,US,1689923118
468,guerrero negro,27.9769,-114.0611,67.15,85,99,9.93,MX,1689923118
469,yantzaza,-3.8278,-78.7594,67.6,99,74,0.81,EC,1689923058
470,mont-dore,-22.2833,166.5833,67.98,69,32,7.31,NC,1689923118
471,pacific grove,36.6177,-121.9166,57.24,93,40,5.75,US,1689923011
472,titusville,28.6122,-80.8075,83.08,90,0,4.61,US,1689923119
473,carnarvon,-24.8667,113.6333,70.34,33,100,18.7,AU,1689923119
474,necochea,-38.5473,-58.7368,48.45,91,77,13.35,AR,1689923120
475,northam,51.0333,-4.2167,63.66,87,42,11.61,GB,1689923120
476,ilha de mocambique,-15.0342,40.7358,77.63,74,1,19.13,MZ,1689923120
477,st. john's,47.5649,-52.7093,67.39,93,100,19.57,CA,1689922823
478,oneonta,42.4529,-75.0638,65.28,69,100,9.89,US,1689923121
479,punta arenas,-53.15,-70.9167,29.93,94,100,13.29,CL,1689923121
480,cockburn town,21.4612,-71.1419,81.73,82,13,14.97,TC,1689923121
481,pailon,-17.65,-62.75,67.1,70,0,6.55,BO,1689923122
482,winslow,35.0242,-110.6974,78.98,21,0,6.91,US,1689923122
483,rio grande,-32.035,-52.0986,59.95,97,55,13.15,BR,1689922936
484,sao joao da barra,-21.6403,-41.0511,69.17,69,100,10.25,BR,1689922977
485,tiganesti,43.9,25.3667,87.49,43,0,8.03,RO,1689923123
486,tidjikja,18.5564,-11.4271,79.02,60,6,13.71,MR,1689923123
487,dunedin,-45.8742,170.5036,46.8,58,6,15.01,NZ,1689922879
488,champerico,14.3,-91.9167,79.81,75,19,5.32,GT,1689923123
489,luanda,-8.8368,13.2343,69.8,83,75,2.3,AO,1689923124
490,beberibe,-4.1797,-38.1306,72.21,71,1,11.68,BR,1689923124
491,yarkovo,57.4028,67.0786,73.72,56,58,8.9,RU,1689923124
492,dhrangadhra,22.9833,71.4667,91.53,62,86,2.77,IN,1689923124
493,puerto gaitan,4.3133,-72.0816,74.25,90,100,5.91,CO,1689923125
494,brak,27.5496,14.2714,89.53,30,0,10.36,LY,1689922864
495,sohlde,52.189,10.2324,64.53,90,100,6.22,DE,1689923125
496,ouadda,8.0777,22.4007,75.51,83,22,3.0,CF,1689923125
497,yeed,4.55,43.0333,83.57,51,100,24.94,SO,1689923126
498,berdigestyakh,62.0989,126.6992,71.15,52,100,7.85,RU,1689923126
499,itoman,26.1247,127.6694,89.62,64,75,11.5,JP,1689923126
500,arilje,43.7531,20.0956,71.96,73,0,1.01,RS,1689923126
501,mount pearl,47.5166,-52.7813,66.54,93,100,19.57,CA,1689923127
502,callao,-12.0667,-77.15,70.09,73,100,10.36,PE,1689923127
503,carolina beach,34.0352,-77.8936,80.65,88,45,13.94,US,1689922879
504,maharajgani,26.1167,84.4833,103.05,37,37,14.81,IN,1689923128
505,codrington,-38.2667,141.9667,52.3,78,95,8.48,AU,1689923128
506,micheweni,-4.9667,39.8333,79.9,69,4,14.43,TZ,1689923128
507,buka,40.8108,69.1986,99.68,12,0,7.92,UZ,1689923128
508,huilong,31.8111,121.655,83.61,84,100,8.61,CN,1689923129
509,lerwick,60.1545,-1.1494,51.8,80,100,9.82,GB,1689923129
510,huarmey,-10.0681,-78.1522,67.84,84,51,5.57,PE,1689923129
511,bay roberts,47.5999,-53.2648,67.75,94,100,8.01,CA,1689923129
512,langfang,39.5097,116.6947,67.57,94,100,14.23,CN,1689923130
513,auki,-8.7676,160.7034,80.76,82,100,1.61,SB,1689923130
514,rampur,28.8167,79.0333,91.9,41,54,6.76,IN,1689923028
515,oulainen,64.2667,24.8,58.21,91,100,4.88,FI,1689923131
516,rondonopolis,-16.4708,-54.6356,67.78,46,0,2.66,BR,1689923131
517,mogocha,53.7333,119.7667,76.3,28,30,6.29,RU,1689923131
518,tsumeb,-19.2333,17.7167,64.89,19,0,8.61,NA,1689923131
519,atherton,53.5237,-2.4935,58.55,94,38,7.47,GB,1689923131
520,paracatu,-17.2222,-46.8747,60.49,91,30,2.84,BR,1689923010
521,sarkisla,39.3519,36.4098,76.19,33,0,4.43,TR,1689923132
522,salinas,36.6777,-121.6555,63.72,91,0,6.91,US,1689923076
523,praya,14.9215,-23.5087,79.34,78,40,4.61,CV,1689923132
524,albu kamal,34.45,40.9186,98.06,14,0,12.73,SY,1689923133
525,nanao,37.05,136.9667,84.4,75,43,6.46,JP,1689923133
526,constitucion,-35.3333,-72.4167,55.24,96,100,19.8,CL,1689923133
527,amityville,40.679,-73.4171,75.29,88,20,8.99,US,1689923133
528,grande prairie,55.1667,-118.8027,59.18,82,0,3.44,CA,1689923097
529,zhangye,38.9342,100.4517,88.81,13,98,9.13,CN,1689923134
530,funafuti,-8.5243,179.1942,86.0,84,75,2.3,TV,1689923060
531,marrakesh,31.6315,-8.0083,71.67,68,0,3.44,MA,1689923134
532,cidreira,-30.1811,-50.2056,60.39,92,92,8.66,BR,1689922905
533,la ronge,55.1001,-105.2842,62.85,77,100,3.44,CA,1689923134
534,christchurch,-43.5333,172.6333,43.92,75,40,3.44,NZ,1689923135
535,katsuura,35.1333,140.3,78.33,78,17,13.09,JP,1689923135
536,belfast,54.5833,-5.9333,55.38,88,20,6.91,GB,1689923135
537,paslek,54.0616,19.6593,63.55,60,18,11.16,PL,1689923135
538,at taj,24.2049,23.2857,92.08,12,0,8.77,LY,1689923137
539,saint-jean-de-maurienne,45.1667,6.5833,53.24,52,94,3.58,FR,1689923137
540,along,28.1667,94.7667,96.46,47,58,3.96,IN,1689923137
541,dwarka,22.2394,68.9678,84.45,80,59,13.71,IN,1689923137
542,alenquer,-1.9417,-54.7383,74.57,73,22,3.0,BR,1689922875
543,ca mau,9.1769,105.15,79.81,87,100,11.95,VN,1689923138
544,luganville,-15.5333,167.1667,75.56,84,100,8.39,VU,1689923138
545,amursk,50.2261,136.8994,93.38,33,95,14.52,RU,1689923138
